,h_mol,b_mol,ligand,reagent,solvent,rxn_yield
3472,C1=C(I)C=CC2=NC=CC=C12,CC1=CC=C2C(C=NN2C3OCCCC3)=C1[B-](F)(F)F,C1(CCCCC1)P(C2CCCCC2)C3CCCCC3,[OH-].[Na+],MeCN,19.6401573018221
3473,C1=C(I)C=CC2=NC=CC=C12,CC1=CC=C2C(C=NN2C3OCCCC3)=C1[B-](F)(F)F,CC1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C,[OH-].[Na+],MeCN,29.5345148422211
3474,C1=C(I)C=CC2=NC=CC=C12,CC1=CC=C2C(C=NN2C3OCCCC3)=C1[B-](F)(F)F,CCCCP(C12CC3CC(C1)CC(C3)C2)C45CC6CC(C4)CC(C6)C5,[OH-].[Na+],MeCN,19.4152903559553
3475,C1=C(I)C=CC2=NC=CC=C12,CC1=CC=C2C(C=NN2C3OCCCC3)=C1[B-](F)(F)F,COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC,[OH-].[Na+],MeCN,19.1489948203758
3476,C1=C(I)C=CC2=NC=CC=C12,CC1=CC=C2C(C=NN2C3OCCCC3)=C1[B-](F)(F)F,CC(C)(C)P(C1=CC=C[CH]1)C(C)(C)C.CC(C)(C)P(C1=CC=C[CH]1)C(C)(C)C.[Fe],[OH-].[Na+],MeCN,25.2669140448225
3477,C1=C(I)C=CC2=NC=CC=C12,CC1=CC=C2C(C=NN2C3OCCCC3)=C1[B-](F)(F)F,P(c2ccccc2c1c(cc(cc1C(C)C)C(C)C)C(C)C)(C3CCCCC3)C4CCCCC4,[OH-].[Na+],MeCN,20.139128134188
3478,C1=C(I)C=CC2=NC=CC=C12,CC1=CC=C2C(C=NN2C3OCCCC3)=C1[B-](F)(F)F,C1=CC=C(C=C1)P([C-]2C=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P([C-]2C=CC=C2)C3=CC=CC=C3.[Fe+2],[OH-].[Na+],MeCN,20.6834625640573
3479,C1=C(I)C=CC2=NC=CC=C12,CC1=CC=C2C(C=NN2C3OCCCC3)=C1[B-](F)(F)F,O6c1c(cccc1P(c2ccccc2)c3ccccc3)C(c7cccc(P(c4ccccc4)c5ccccc5)c67)(C)C,[OH-].[Na+],MeCN,19.9558628924438
3480,C1=C(I)C=CC2=NC=CC=C12,CC1=CC=C2C(C=NN2C3OCCCC3)=C1[B-](F)(F)F,CC([O-])=O,[K+].[OH-],MeCN,19.6957307857286
3481,C1=C(I)C=CC2=NC=CC=C12,CC1=CC=C2C(C=NN2C3OCCCC3)=C1[B-](F)(F)F,CC(C)(C)P(C(C)(C)C)C(C)(C)C,[K+].[OH-],MeCN,18.8558171526689
3482,C1=C(I)C=CC2=NC=CC=C12,CC1=CC=C2C(C=NN2C3OCCCC3)=C1[B-](F)(F)F,c3c(P(c1ccccc1)c2ccccc2)cccc3,[K+].[OH-],MeCN,16.1174354557888
3483,C1=C(I)C=CC2=NC=CC=C12,CC1=CC=C2C(C=NN2C3OCCCC3)=C1[B-](F)(F)F,CC(C)(C)P(C1=CC=C(C=C1)N(C)C)C(C)(C)C,[K+].[OH-],MeCN,16.6350881112689
3484,C1=C(I)C=CC2=NC=CC=C12,CC1=CC=C2C(C=NN2C3OCCCC3)=C1[B-](F)(F)F,C1(CCCCC1)P(C2CCCCC2)C3CCCCC3,[K+].[OH-],MeCN,16.0654647028531
3485,C1=C(I)C=CC2=NC=CC=C12,CC1=CC=C2C(C=NN2C3OCCCC3)=C1[B-](F)(F)F,CC1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C,[K+].[OH-],MeCN,17.9719265622092
3486,C1=C(I)C=CC2=NC=CC=C12,CC1=CC=C2C(C=NN2C3OCCCC3)=C1[B-](F)(F)F,CCCCP(C12CC3CC(C1)CC(C3)C2)C45CC6CC(C4)CC(C6)C5,[K+].[OH-],MeCN,17.6066747426996
3487,C1=C(I)C=CC2=NC=CC=C12,CC1=CC=C2C(C=NN2C3OCCCC3)=C1[B-](F)(F)F,COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC,[K+].[OH-],MeCN,17.3086383948149
3488,C1=C(I)C=CC2=NC=CC=C12,CC1=CC=C2C(C=NN2C3OCCCC3)=C1[B-](F)(F)F,CC(C)(C)P(C1=CC=C[CH]1)C(C)(C)C.CC(C)(C)P(C1=CC=C[CH]1)C(C)(C)C.[Fe],[K+].[OH-],MeCN,18.4246936533001
3489,C1=C(I)C=CC2=NC=CC=C12,CC1=CC=C2C(C=NN2C3OCCCC3)=C1[B-](F)(F)F,P(c2ccccc2c1c(cc(cc1C(C)C)C(C)C)C(C)C)(C3CCCCC3)C4CCCCC4,[K+].[OH-],MeCN,16.9247001261907
3490,C1=C(I)C=CC2=NC=CC=C12,CC1=CC=C2C(C=NN2C3OCCCC3)=C1[B-](F)(F)F,C1=CC=C(C=C1)P([C-]2C=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P([C-]2C=CC=C2)C3=CC=CC=C3.[Fe+2],[K+].[OH-],MeCN,23.2558821726605
3491,C1=C(I)C=CC2=NC=CC=C12,CC1=CC=C2C(C=NN2C3OCCCC3)=C1[B-](F)(F)F,O6c1c(cccc1P(c2ccccc2)c3ccccc3)C(c7cccc(P(c4ccccc4)c5ccccc5)c67)(C)C,[K+].[OH-],MeCN,19.2221953681851
3492,C1=C(I)C=CC2=NC=CC=C12,CC1=CC=C2C(C=NN2C3OCCCC3)=C1[B-](F)(F)F,CC([O-])=O,[Li+].[O-]C(C)(C)C,MeCN,19.8008071912585
3493,C1=C(I)C=CC2=NC=CC=C12,CC1=CC=C2C(C=NN2C3OCCCC3)=C1[B-](F)(F)F,CC(C)(C)P(C(C)(C)C)C(C)(C)C,[Li+].[O-]C(C)(C)C,MeCN,16.7247505821641
3494,C1=C(I)C=CC2=NC=CC=C12,CC1=CC=C2C(C=NN2C3OCCCC3)=C1[B-](F)(F)F,c3c(P(c1ccccc1)c2ccccc2)cccc3,[Li+].[O-]C(C)(C)C,MeCN,18.9124870841653
3495,C1=C(I)C=CC2=NC=CC=C12,CC1=CC=C2C(C=NN2C3OCCCC3)=C1[B-](F)(F)F,CC(C)(C)P(C1=CC=C(C=C1)N(C)C)C(C)(C)C,[Li+].[O-]C(C)(C)C,MeCN,16.3535285776771
3496,C1=C(I)C=CC2=NC=CC=C12,CC1=CC=C2C(C=NN2C3OCCCC3)=C1[B-](F)(F)F,C1(CCCCC1)P(C2CCCCC2)C3CCCCC3,[Li+].[O-]C(C)(C)C,MeCN,15.8968116377885
3497,C1=C(I)C=CC2=NC=CC=C12,CC1=CC=C2C(C=NN2C3OCCCC3)=C1[B-](F)(F)F,CC1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C,[Li+].[O-]C(C)(C)C,MeCN,36.6791443198554
3498,C1=C(I)C=CC2=NC=CC=C12,CC1=CC=C2C(C=NN2C3OCCCC3)=C1[B-](F)(F)F,CCCCP(C12CC3CC(C1)CC(C3)C2)C45CC6CC(C4)CC(C6)C5,[Li+].[O-]C(C)(C)C,MeCN,24.0671062224911
3499,C1=C(I)C=CC2=NC=CC=C12,CC1=CC=C2C(C=NN2C3OCCCC3)=C1[B-](F)(F)F,COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC,[Li+].[O-]C(C)(C)C,MeCN,16.4310165504598
3500,C1=C(I)C=CC2=NC=CC=C12,CC1=CC=C2C(C=NN2C3OCCCC3)=C1[B-](F)(F)F,CC(C)(C)P(C1=CC=C[CH]1)C(C)(C)C.CC(C)(C)P(C1=CC=C[CH]1)C(C)(C)C.[Fe],[Li+].[O-]C(C)(C)C,MeCN,22.3832971808848
3501,C1=C(I)C=CC2=NC=CC=C12,CC1=CC=C2C(C=NN2C3OCCCC3)=C1[B-](F)(F)F,P(c2ccccc2c1c(cc(cc1C(C)C)C(C)C)C(C)C)(C3CCCCC3)C4CCCCC4,[Li+].[O-]C(C)(C)C,MeCN,4.65579277680126
3502,C1=C(I)C=CC2=NC=CC=C12,CC1=CC=C2C(C=NN2C3OCCCC3)=C1[B-](F)(F)F,C1=CC=C(C=C1)P([C-]2C=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P([C-]2C=CC=C2)C3=CC=CC=C3.[Fe+2],[Li+].[O-]C(C)(C)C,MeCN,20.8234040273494
3503,C1=C(I)C=CC2=NC=CC=C12,CC1=CC=C2C(C=NN2C3OCCCC3)=C1[B-](F)(F)F,O6c1c(cccc1P(c2ccccc2)c3ccccc3)C(c7cccc(P(c4ccccc4)c5ccccc5)c67)(C)C,[Li+].[O-]C(C)(C)C,MeCN,16.0562107671994
3504,C1=C(I)C=CC2=NC=CC=C12,CC1=CC=C2C(C=NN2C3OCCCC3)=C1[B-](F)(F)F,CC([O-])=O,[Na+].OC([O-])=O,MeCN,15.9489733167676
3505,C1=C(I)C=CC2=NC=CC=C12,CC1=CC=C2C(C=NN2C3OCCCC3)=C1[B-](F)(F)F,CC(C)(C)P(C(C)(C)C)C(C)(C)C,[Na+].OC([O-])=O,MeCN,15.8251177191189
3506,C1=C(I)C=CC2=NC=CC=C12,CC1=CC=C2C(C=NN2C3OCCCC3)=C1[B-](F)(F)F,c3c(P(c1ccccc1)c2ccccc2)cccc3,[Na+].OC([O-])=O,MeCN,15.3395319557996
3507,C1=C(I)C=CC2=NC=CC=C12,CC1=CC=C2C(C=NN2C3OCCCC3)=C1[B-](F)(F)F,CC(C)(C)P(C1=CC=C(C=C1)N(C)C)C(C)(C)C,[Na+].OC([O-])=O,MeCN,15.0921203104379
3508,C1=C(I)C=CC2=NC=CC=C12,CC1=CC=C2C(C=NN2C3OCCCC3)=C1[B-](F)(F)F,C1(CCCCC1)P(C2CCCCC2)C3CCCCC3,[Na+].OC([O-])=O,MeCN,15.7347553304842
3509,C1=C(I)C=CC2=NC=CC=C12,CC1=CC=C2C(C=NN2C3OCCCC3)=C1[B-](F)(F)F,CC1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C,[Na+].OC([O-])=O,MeCN,13.6122592797861
3510,C1=C(I)C=CC2=NC=CC=C12,CC1=CC=C2C(C=NN2C3OCCCC3)=C1[B-](F)(F)F,CCCCP(C12CC3CC(C1)CC(C3)C2)C45CC6CC(C4)CC(C6)C5,[Na+].OC([O-])=O,MeCN,15.6169338834515
3511,C1=C(I)C=CC2=NC=CC=C12,CC1=CC=C2C(C=NN2C3OCCCC3)=C1[B-](F)(F)F,COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC,[Na+].OC([O-])=O,MeCN,15.3920298293464
3512,C1=C(I)C=CC2=NC=CC=C12,CC1=CC=C2C(C=NN2C3OCCCC3)=C1[B-](F)(F)F,CC(C)(C)P(C1=CC=C[CH]1)C(C)(C)C.CC(C)(C)P(C1=CC=C[CH]1)C(C)(C)C.[Fe],[Na+].OC([O-])=O,MeCN,19.0582909283896
3513,C1=C(I)C=CC2=NC=CC=C12,CC1=CC=C2C(C=NN2C3OCCCC3)=C1[B-](F)(F)F,P(c2ccccc2c1c(cc(cc1C(C)C)C(C)C)C(C)C)(C3CCCCC3)C4CCCCC4,[Na+].OC([O-])=O,MeCN,14.067462658379
3514,C1=C(I)C=CC2=NC=CC=C12,CC1=CC=C2C(C=NN2C3OCCCC3)=C1[B-](F)(F)F,C1=CC=C(C=C1)P([C-]2C=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P([C-]2C=CC=C2)C3=CC=CC=C3.[Fe+2],[Na+].OC([O-])=O,MeCN,19.5163272465481
3515,C1=C(I)C=CC2=NC=CC=C12,CC1=CC=C2C(C=NN2C3OCCCC3)=C1[B-](F)(F)F,O6c1c(cccc1P(c2ccccc2)c3ccccc3)C(c7cccc(P(c4ccccc4)c5ccccc5)c67)(C)C,[Na+].OC([O-])=O,MeCN,12.2274411120822
3516,C1=C(I)C=CC2=NC=CC=C12,CC1=CC=C2C(C=NN2C3OCCCC3)=C1[B-](F)(F)F,CC([O-])=O,CCN(CC)CC,MeCN,17.0559523269666
3517,C1=C(I)C=CC2=NC=CC=C12,CC1=CC=C2C(C=NN2C3OCCCC3)=C1[B-](F)(F)F,CC(C)(C)P(C(C)(C)C)C(C)(C)C,CCN(CC)CC,MeCN,16.0037584792056
3518,C1=C(I)C=CC2=NC=CC=C12,CC1=CC=C2C(C=NN2C3OCCCC3)=C1[B-](F)(F)F,c3c(P(c1ccccc1)c2ccccc2)cccc3,CCN(CC)CC,MeCN,16.2314310996198
3519,C1=C(I)C=CC2=NC=CC=C12,CC1=CC=C2C(C=NN2C3OCCCC3)=C1[B-](F)(F)F,CC(C)(C)P(C1=CC=C(C=C1)N(C)C)C(C)(C)C,CCN(CC)CC,MeCN,12.4024892036141
3520,C1=C(I)C=CC2=NC=CC=C12,CC1=CC=C2C(C=NN2C3OCCCC3)=C1[B-](F)(F)F,C1(CCCCC1)P(C2CCCCC2)C3CCCCC3,CCN(CC)CC,MeCN,14.3231355152906
3521,C1=C(I)C=CC2=NC=CC=C12,CC1=CC=C2C(C=NN2C3OCCCC3)=C1[B-](F)(F)F,CC1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C,CCN(CC)CC,MeCN,15.5884542821281
3522,C1=C(I)C=CC2=NC=CC=C12,CC1=CC=C2C(C=NN2C3OCCCC3)=C1[B-](F)(F)F,CCCCP(C12CC3CC(C1)CC(C3)C2)C45CC6CC(C4)CC(C6)C5,CCN(CC)CC,MeCN,16.371397401874
3523,C1=C(I)C=CC2=NC=CC=C12,CC1=CC=C2C(C=NN2C3OCCCC3)=C1[B-](F)(F)F,COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC,CCN(CC)CC,MeCN,13.2469411389931
3524,C1=C(I)C=CC2=NC=CC=C12,CC1=CC=C2C(C=NN2C3OCCCC3)=C1[B-](F)(F)F,CC(C)(C)P(C1=CC=C[CH]1)C(C)(C)C.CC(C)(C)P(C1=CC=C[CH]1)C(C)(C)C.[Fe],CCN(CC)CC,MeCN,15.9972703865402
3525,C1=C(I)C=CC2=NC=CC=C12,CC1=CC=C2C(C=NN2C3OCCCC3)=C1[B-](F)(F)F,P(c2ccccc2c1c(cc(cc1C(C)C)C(C)C)C(C)C)(C3CCCCC3)C4CCCCC4,CCN(CC)CC,MeCN,15.7975197629559
3526,C1=C(I)C=CC2=NC=CC=C12,CC1=CC=C2C(C=NN2C3OCCCC3)=C1[B-](F)(F)F,C1=CC=C(C=C1)P([C-]2C=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P([C-]2C=CC=C2)C3=CC=CC=C3.[Fe+2],CCN(CC)CC,MeCN,20.2955310077288
3527,C1=C(I)C=CC2=NC=CC=C12,CC1=CC=C2C(C=NN2C3OCCCC3)=C1[B-](F)(F)F,O6c1c(cccc1P(c2ccccc2)c3ccccc3)C(c7cccc(P(c4ccccc4)c5ccccc5)c67)(C)C,CCN(CC)CC,MeCN,12.4810898939066
3528,C1=C(I)C=CC2=NC=CC=C12,CC1=CC=C2C(C=NN2C3OCCCC3)=C1[B-](F)(F)F,CC([O-])=O,[F-].[Cs+],MeCN,14.4360136738683
3529,C1=C(I)C=CC2=NC=CC=C12,CC1=CC=C2C(C=NN2C3OCCCC3)=C1[B-](F)(F)F,CC(C)(C)P(C(C)(C)C)C(C)(C)C,[F-].[Cs+],MeCN,17.1721770202694
3530,C1=C(I)C=CC2=NC=CC=C12,CC1=CC=C2C(C=NN2C3OCCCC3)=C1[B-](F)(F)F,c3c(P(c1ccccc1)c2ccccc2)cccc3,[F-].[Cs+],MeCN,19.7517306971114
3531,C1=C(I)C=CC2=NC=CC=C12,CC1=CC=C2C(C=NN2C3OCCCC3)=C1[B-](F)(F)F,CC(C)(C)P(C1=CC=C(C=C1)N(C)C)C(C)(C)C,[F-].[Cs+],MeCN,12.93833150216
3532,C1=C(I)C=CC2=NC=CC=C12,CC1=CC=C2C(C=NN2C3OCCCC3)=C1[B-](F)(F)F,C1(CCCCC1)P(C2CCCCC2)C3CCCCC3,[F-].[Cs+],MeCN,14.180829721977
3533,C1=C(I)C=CC2=NC=CC=C12,CC1=CC=C2C(C=NN2C3OCCCC3)=C1[B-](F)(F)F,CC1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C,[F-].[Cs+],MeCN,15.6909433114875
3534,C1=C(I)C=CC2=NC=CC=C12,CC1=CC=C2C(C=NN2C3OCCCC3)=C1[B-](F)(F)F,CCCCP(C12CC3CC(C1)CC(C3)C2)C45CC6CC(C4)CC(C6)C5,[F-].[Cs+],MeCN,22.5052598289871
3535,C1=C(I)C=CC2=NC=CC=C12,CC1=CC=C2C(C=NN2C3OCCCC3)=C1[B-](F)(F)F,COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC,[F-].[Cs+],MeCN,15.1384181472258
3536,C1=C(I)C=CC2=NC=CC=C12,CC1=CC=C2C(C=NN2C3OCCCC3)=C1[B-](F)(F)F,CC(C)(C)P(C1=CC=C[CH]1)C(C)(C)C.CC(C)(C)P(C1=CC=C[CH]1)C(C)(C)C.[Fe],[F-].[Cs+],MeCN,15.4376725348955
3537,C1=C(I)C=CC2=NC=CC=C12,CC1=CC=C2C(C=NN2C3OCCCC3)=C1[B-](F)(F)F,P(c2ccccc2c1c(cc(cc1C(C)C)C(C)C)C(C)C)(C3CCCCC3)C4CCCCC4,[F-].[Cs+],MeCN,14.170070484359
3538,C1=C(I)C=CC2=NC=CC=C12,CC1=CC=C2C(C=NN2C3OCCCC3)=C1[B-](F)(F)F,C1=CC=C(C=C1)P([C-]2C=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P([C-]2C=CC=C2)C3=CC=CC=C3.[Fe+2],[F-].[Cs+],MeCN,22.4549012703175
3539,C1=C(I)C=CC2=NC=CC=C12,CC1=CC=C2C(C=NN2C3OCCCC3)=C1[B-](F)(F)F,O6c1c(cccc1P(c2ccccc2)c3ccccc3)C(c7cccc(P(c4ccccc4)c5ccccc5)c67)(C)C,[F-].[Cs+],MeCN,16.6626585995442
3540,C1=C(I)C=CC2=NC=CC=C12,CC1=CC=C2C(C=NN2C3OCCCC3)=C1[B-](F)(F)F,CC([O-])=O,[K+].[K+].[K+].[O-]P([O-])([O-])=O,MeCN,16.7894257622833
3541,C1=C(I)C=CC2=NC=CC=C12,CC1=CC=C2C(C=NN2C3OCCCC3)=C1[B-](F)(F)F,CC(C)(C)P(C(C)(C)C)C(C)(C)C,[K+].[K+].[K+].[O-]P([O-])([O-])=O,MeCN,14.1382460560395
3542,C1=C(I)C=CC2=NC=CC=C12,CC1=CC=C2C(C=NN2C3OCCCC3)=C1[B-](F)(F)F,c3c(P(c1ccccc1)c2ccccc2)cccc3,[K+].[K+].[K+].[O-]P([O-])([O-])=O,MeCN,15.1927559954978
3543,C1=C(I)C=CC2=NC=CC=C12,CC1=CC=C2C(C=NN2C3OCCCC3)=C1[B-](F)(F)F,CC(C)(C)P(C1=CC=C(C=C1)N(C)C)C(C)(C)C,[K+].[K+].[K+].[O-]P([O-])([O-])=O,MeCN,16.4935027479413
3544,C1=C(I)C=CC2=NC=CC=C12,CC1=CC=C2C(C=NN2C3OCCCC3)=C1[B-](F)(F)F,C1(CCCCC1)P(C2CCCCC2)C3CCCCC3,[K+].[K+].[K+].[O-]P([O-])([O-])=O,MeCN,16.0208015093494
3545,C1=C(I)C=CC2=NC=CC=C12,CC1=CC=C2C(C=NN2C3OCCCC3)=C1[B-](F)(F)F,CC1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C,[K+].[K+].[K+].[O-]P([O-])([O-])=O,MeCN,15.2485521100638
3546,C1=C(I)C=CC2=NC=CC=C12,CC1=CC=C2C(C=NN2C3OCCCC3)=C1[B-](F)(F)F,CCCCP(C12CC3CC(C1)CC(C3)C2)C45CC6CC(C4)CC(C6)C5,[K+].[K+].[K+].[O-]P([O-])([O-])=O,MeCN,13.5281321205867
3547,C1=C(I)C=CC2=NC=CC=C12,CC1=CC=C2C(C=NN2C3OCCCC3)=C1[B-](F)(F)F,COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC,[K+].[K+].[K+].[O-]P([O-])([O-])=O,MeCN,14.335160487124
3548,C1=C(I)C=CC2=NC=CC=C12,CC1=CC=C2C(C=NN2C3OCCCC3)=C1[B-](F)(F)F,CC(C)(C)P(C1=CC=C[CH]1)C(C)(C)C.CC(C)(C)P(C1=CC=C[CH]1)C(C)(C)C.[Fe],[K+].[K+].[K+].[O-]P([O-])([O-])=O,MeCN,16.430799016293
3549,C1=C(I)C=CC2=NC=CC=C12,CC1=CC=C2C(C=NN2C3OCCCC3)=C1[B-](F)(F)F,P(c2ccccc2c1c(cc(cc1C(C)C)C(C)C)C(C)C)(C3CCCCC3)C4CCCCC4,[K+].[K+].[K+].[O-]P([O-])([O-])=O,MeCN,15.2729378493191
3550,C1=C(I)C=CC2=NC=CC=C12,CC1=CC=C2C(C=NN2C3OCCCC3)=C1[B-](F)(F)F,C1=CC=C(C=C1)P([C-]2C=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P([C-]2C=CC=C2)C3=CC=CC=C3.[Fe+2],[K+].[K+].[K+].[O-]P([O-])([O-])=O,MeCN,19.1997905447476
3551,C1=C(I)C=CC2=NC=CC=C12,CC1=CC=C2C(C=NN2C3OCCCC3)=C1[B-](F)(F)F,O6c1c(cccc1P(c2ccccc2)c3ccccc3)C(c7cccc(P(c4ccccc4)c5ccccc5)c67)(C)C,[K+].[K+].[K+].[O-]P([O-])([O-])=O,MeCN,15.2034708178685
3552,C1=C(I)C=CC2=NC=CC=C12,CC1=CC=C2C(C=NN2C3OCCCC3)=C1[B-](F)(F)F,CC([O-])=O,O,THF,26.7901931378176
3553,C1=C(I)C=CC2=NC=CC=C12,CC1=CC=C2C(C=NN2C3OCCCC3)=C1[B-](F)(F)F,CC(C)(C)P(C(C)(C)C)C(C)(C)C,O,THF,31.7632771207974
3554,C1=C(I)C=CC2=NC=CC=C12,CC1=CC=C2C(C=NN2C3OCCCC3)=C1[B-](F)(F)F,c3c(P(c1ccccc1)c2ccccc2)cccc3,O,THF,51.6819475304057
3555,C1=C(I)C=CC2=NC=CC=C12,CC1=CC=C2C(C=NN2C3OCCCC3)=C1[B-](F)(F)F,CC(C)(C)P(C1=CC=C(C=C1)N(C)C)C(C)(C)C,O,THF,37.5697415498692
3556,C1=C(I)C=CC2=NC=CC=C12,CC1=CC=C2C(C=NN2C3OCCCC3)=C1[B-](F)(F)F,C1(CCCCC1)P(C2CCCCC2)C3CCCCC3,O,THF,47.5966671471257
3557,C1=C(I)C=CC2=NC=CC=C12,CC1=CC=C2C(C=NN2C3OCCCC3)=C1[B-](F)(F)F,CC1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C,O,THF,34.7458135761026
3558,C1=C(I)C=CC2=NC=CC=C12,CC1=CC=C2C(C=NN2C3OCCCC3)=C1[B-](F)(F)F,CCCCP(C12CC3CC(C1)CC(C3)C2)C45CC6CC(C4)CC(C6)C5,O,THF,55.1125757011294
3559,C1=C(I)C=CC2=NC=CC=C12,CC1=CC=C2C(C=NN2C3OCCCC3)=C1[B-](F)(F)F,COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC,O,THF,31.8465129327459
3560,C1=C(I)C=CC2=NC=CC=C12,CC1=CC=C2C(C=NN2C3OCCCC3)=C1[B-](F)(F)F,CC(C)(C)P(C1=CC=C[CH]1)C(C)(C)C.CC(C)(C)P(C1=CC=C[CH]1)C(C)(C)C.[Fe],O,THF,35.6248309679565
3561,C1=C(I)C=CC2=NC=CC=C12,CC1=CC=C2C(C=NN2C3OCCCC3)=C1[B-](F)(F)F,P(c2ccccc2c1c(cc(cc1C(C)C)C(C)C)C(C)C)(C3CCCCC3)C4CCCCC4,O,THF,29.9206692293622
3562,C1=C(I)C=CC2=NC=CC=C12,CC1=CC=C2C(C=NN2C3OCCCC3)=C1[B-](F)(F)F,C1=CC=C(C=C1)P([C-]2C=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P([C-]2C=CC=C2)C3=CC=CC=C3.[Fe+2],O,THF,38.2874115019426
3563,C1=C(I)C=CC2=NC=CC=C12,CC1=CC=C2C(C=NN2C3OCCCC3)=C1[B-](F)(F)F,O6c1c(cccc1P(c2ccccc2)c3ccccc3)C(c7cccc(P(c4ccccc4)c5ccccc5)c67)(C)C,O,THF,25.5131456221865
3564,C1=C(I)C=CC2=NC=CC=C12,CC1=CC=C2C(C=NN2C3OCCCC3)=C1[B-](F)(F)F,CC([O-])=O,[OH-].[Na+],THF,27.403374583058
3565,C1=C(I)C=CC2=NC=CC=C12,CC1=CC=C2C(C=NN2C3OCCCC3)=C1[B-](F)(F)F,CC(C)(C)P(C(C)(C)C)C(C)(C)C,[OH-].[Na+],THF,27.1610137965696
3566,C1=C(I)C=CC2=NC=CC=C12,CC1=CC=C2C(C=NN2C3OCCCC3)=C1[B-](F)(F)F,c3c(P(c1ccccc1)c2ccccc2)cccc3,[OH-].[Na+],THF,47.69994280623
3567,C1=C(I)C=CC2=NC=CC=C12,CC1=CC=C2C(C=NN2C3OCCCC3)=C1[B-](F)(F)F,CC(C)(C)P(C1=CC=C(C=C1)N(C)C)C(C)(C)C,[OH-].[Na+],THF,43.3026280105973
3568,C1=C(I)C=CC2=NC=CC=C12,CC1=CC=C2C(C=NN2C3OCCCC3)=C1[B-](F)(F)F,C1(CCCCC1)P(C2CCCCC2)C3CCCCC3,[OH-].[Na+],THF,44.3966039489299
3569,C1=C(I)C=CC2=NC=CC=C12,CC1=CC=C2C(C=NN2C3OCCCC3)=C1[B-](F)(F)F,CC1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C,[OH-].[Na+],THF,34.1056485272955
3570,C1=C(I)C=CC2=NC=CC=C12,CC1=CC=C2C(C=NN2C3OCCCC3)=C1[B-](F)(F)F,CCCCP(C12CC3CC(C1)CC(C3)C2)C45CC6CC(C4)CC(C6)C5,[OH-].[Na+],THF,46.4292129672355
3571,C1=C(I)C=CC2=NC=CC=C12,CC1=CC=C2C(C=NN2C3OCCCC3)=C1[B-](F)(F)F,COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC,[OH-].[Na+],THF,27.5793676986704
3572,C1=C(I)C=CC2=NC=CC=C12,CC1=CC=C2C(C=NN2C3OCCCC3)=C1[B-](F)(F)F,CC(C)(C)P(C1=CC=C[CH]1)C(C)(C)C.CC(C)(C)P(C1=CC=C[CH]1)C(C)(C)C.[Fe],[OH-].[Na+],THF,33.3054087721085
3573,C1=C(I)C=CC2=NC=CC=C12,CC1=CC=C2C(C=NN2C3OCCCC3)=C1[B-](F)(F)F,P(c2ccccc2c1c(cc(cc1C(C)C)C(C)C)C(C)C)(C3CCCCC3)C4CCCCC4,[OH-].[Na+],THF,23.6469515123528
3574,C1=C(I)C=CC2=NC=CC=C12,CC1=CC=C2C(C=NN2C3OCCCC3)=C1[B-](F)(F)F,C1=CC=C(C=C1)P([C-]2C=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P([C-]2C=CC=C2)C3=CC=CC=C3.[Fe+2],[OH-].[Na+],THF,30.5757997925851
3575,C1=C(I)C=CC2=NC=CC=C12,CC1=CC=C2C(C=NN2C3OCCCC3)=C1[B-](F)(F)F,O6c1c(cccc1P(c2ccccc2)c3ccccc3)C(c7cccc(P(c4ccccc4)c5ccccc5)c67)(C)C,[OH-].[Na+],THF,26.0619130236653
