Unnamed: 0,Patent_ID,h_mol,b_mol,ligand,reagent,solvent,rxn_yield,mass_label
4216,US08242104B2,Br[c:2]1[cH:3][c:4]2[c:5]([cH:25][cH:26]1)-[c:6]1[n:7][c:8](-[c:14]3[n:15]([CH:22]([CH3:23])[CH3:24])[n:16][c:17]([CH2:19][O:20][CH3:21])[n:18]3)[cH:9][n:10]1[CH2:11][CH2:12][O:13]2,CC1(C)OB([c:33]2[cH:32][n:31][n:30]([CH2:29][C:28]([CH3:27])([CH3:44])[OH:45])[cH:34]2)OC1(C)C,c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,"O=C([O-])[O-].[Cs+].[Cs+],O.[Cl-].[Na+],O=S(=O)([O-])[O-].[Na+].[Na+]",O.ClCCl.COCCOC,35.0,0
4217,US08242104B2,Br[c:2]1[cH:3][cH:4][c:5]2[c:6]([cH:23]1)-[c:7]1[n:8]([cH:12][c:13](-[c:15]3[n:16][cH:17][n:18][n:19]3[CH:20]([CH3:21])[CH3:22])[n:14]1)[CH2:9][CH2:10][O:11]2,OB(O)[c:24]1[cH:25][cH:26][cH:27][cH:28][cH:29]1,c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,O=C([O-])[O-].[Cs+].[Cs+],O.C1COCCO1,12.0,0
4218,US08242104B2,Br[c:2]1[cH:3][cH:4][c:5]2[c:6]([cH:24]1)-[c:7]1[n:8]([cH:12][c:13](-[c:15]3[n:16][c:17]([NH2:23])[n:18][n:19]3[CH:20]([CH3:21])[CH3:22])[n:14]1)[CH2:9][CH2:10][O:11]2,OB(O)[c:25]1[cH:26][cH:27][cH:28][cH:29][cH:30]1,c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,O=C([O-])[O-].[Cs+].[Cs+],O.C1COCCO1,18.0,0
4219,US08242104B2,Br[c:2]1[cH:3][cH:4][c:5]2[c:6]([cH:23]1)-[c:7]1[n:8]([cH:12][c:13](-[c:15]3[n:16][cH:17][n:18][n:19]3[CH:20]([CH3:21])[CH3:22])[n:14]1)[CH2:9][CH2:10][O:11]2,OB(O)[c:28]1[cH:27][n:26][cH:25][n:24][cH:29]1,c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,O=C([O-])[O-].[Cs+].[Cs+],O.C1COCCO1,13.0,0
4220,US08242104B2,Br[c:2]1[cH:3][cH:4][c:5]2[c:6]([cH:24]1)-[c:7]1[n:8]([cH:12][c:13](-[c:15]3[n:16][c:17]([NH2:23])[n:18][n:19]3[CH:20]([CH3:21])[CH3:22])[n:14]1)[CH2:9][CH2:10][O:11]2,OB(O)[c:29]1[cH:28][n:27][cH:26][n:25][cH:30]1,c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,O=C([O-])[O-].[Cs+].[Cs+],O.C1COCCO1,16.9,0
4221,US08242104B2,Br[c:2]1[cH:3][cH:4][c:5]2[c:6]([cH:28]1)-[c:7]1[n:8]([cH:12][c:13](-[c:15]3[n:16][c:17]([NH2:27])[n:18][n:19]3-[c:20]3[c:21]([Cl:26])[cH:22][cH:23][cH:24][cH:25]3)[n:14]1)[CH2:9][CH2:10][O:11]2,OB(O)[c:33]1[cH:32][n:31][cH:30][n:29][cH:34]1,c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,O=C([O-])[O-].[Cs+].[Cs+],O.C1COCCO1,8.3,0
4222,US08242104B2,Br[c:2]1[cH:3][cH:4][c:5]2[c:6]([cH:23]1)-[c:7]1[n:8]([cH:12][c:13](-[c:15]3[n:16][cH:17][n:18][n:19]3[CH:20]([CH3:21])[CH3:22])[n:14]1)[CH2:9][CH2:10][O:11]2,OB(O)[c:28]1[cH:27][cH:26][c:25]([Cl:24])[cH:30][cH:29]1,c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,O=C([O-])[O-].[Cs+].[Cs+],O.C1COCCO1,10.0,0
4223,US08242104B2,Br[c:2]1[cH:3][cH:4][c:5]2[c:6]([cH:24]1)-[c:7]1[n:8]([cH:12][c:13](-[c:15]3[n:16][c:17]([NH2:23])[n:18][n:19]3[CH:20]([CH3:21])[CH3:22])[n:14]1)[CH2:9][CH2:10][O:11]2,OB(O)[c:29]1[cH:28][cH:27][c:26]([Cl:25])[cH:31][cH:30]1,c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,O=C([O-])[O-].[Cs+].[Cs+],O.C1COCCO1,18.1,0
4224,US08242104B2,Br[c:2]1[cH:3][cH:4][c:5]2[c:6]([cH:27]1)-[c:7]1[n:8]([cH:12][c:13](-[c:15]3[n:16][cH:17][n:18][n:19]3-[c:20]3[c:21]([Cl:26])[cH:22][cH:23][cH:24][cH:25]3)[n:14]1)[CH2:9][CH2:10][O:11]2,OB(O)[c:32]1[cH:31][cH:30][c:29]([Cl:28])[cH:34][cH:33]1,c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,O=C([O-])[O-].[Cs+].[Cs+],O.C1COCCO1,16.8,0
4225,US08242104B2,Br[c:2]1[cH:3][cH:4][c:5]2[c:6]([cH:27]1)-[c:7]1[n:8]([cH:12][c:13](-[c:15]3[n:16][cH:17][n:18][n:19]3-[c:20]3[c:21]([Cl:26])[cH:22][cH:23][cH:24][cH:25]3)[n:14]1)[CH2:9][CH2:10][O:11]2,OB(O)[c:28]1[cH:29][cH:30][cH:31][cH:32][cH:33]1,c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,O=C([O-])[O-].[Cs+].[Cs+],O.C1COCCO1,38.0,0
4226,US08242104B2,Br[c:2]1[cH:3][cH:4][c:5]2[c:6]([cH:28]1)-[c:7]1[n:8]([cH:12][c:13](-[c:15]3[n:16][c:17]([NH2:27])[n:18][n:19]3-[c:20]3[c:21]([Cl:26])[cH:22][cH:23][cH:24][cH:25]3)[n:14]1)[CH2:9][CH2:10][O:11]2,OB(O)[c:29]1[cH:30][cH:31][cH:32][cH:33][cH:34]1,c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,O=C([O-])[O-].[Cs+].[Cs+],O.C1COCCO1,21.0,0
4227,US08242104B2,Br[c:2]1[cH:3][cH:4][c:5]2[c:6]([cH:27]1)-[c:7]1[n:8]([cH:12][c:13](-[c:15]3[n:16][cH:17][n:18][n:19]3-[c:20]3[c:21]([Cl:26])[cH:22][cH:23][cH:24][cH:25]3)[n:14]1)[CH2:9][CH2:10][O:11]2,OB(O)[c:32]1[cH:31][n:30][cH:29][n:28][cH:33]1,c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,O=C([O-])[O-].[Cs+].[Cs+],O.C1COCCO1,64.2,0
4228,US08242104B2,Br[c:2]1[cH:3][cH:4][c:5]2[c:6]([cH:28]1)-[c:7]1[n:8]([cH:12][c:13](-[c:15]3[n:16][c:17]([NH2:27])[n:18][n:19]3-[c:20]3[c:21]([Cl:26])[cH:22][cH:23][cH:24][cH:25]3)[n:14]1)[CH2:9][CH2:10][O:11]2,OB(O)[c:33]1[cH:32][cH:31][c:30]([Cl:29])[cH:35][cH:34]1,c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,O=C([O-])[O-].[Cs+].[Cs+],O.C1COCCO1,42.2,0
4229,US08242104B2,Br[c:2]1[cH:3][c:4]2[c:5]([cH:23][cH:24]1)-[c:6]1[n:7]([cH:11][c:12](-[c:14]3[n:15][c:16]([NH2:22])[n:17][n:18]3[CH:19]([CH3:20])[CH3:21])[n:13]1)[CH2:8][CH2:9][O:10]2,OB(O)[c:29]1[cH:28][cH:27][c:26]([Cl:25])[cH:31][cH:30]1,c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,O=C([O-])[O-].[Cs+].[Cs+],O.C1COCCO1,17.0,0
4230,US08242280B2,Br[c:38]1[cH:39][c:40]([CH:44]([OH:45])[c:46]2[n:47][cH:48][cH:49][cH:50][c:51]2[C:52]([F:53])([F:54])[F:55])[cH:41][cH:42][cH:43]1,CC1(C)OB([c:15]2[cH:14][n:13][c:12]3[n:11]([S:27](=[O:28])(=[O:29])[c:30]4[cH:31][cH:32][c:33]([CH3:36])[cH:34][cH:35]4)[cH:10][c:9](-[c:4]4[c:3]([O:2][CH3:1])[cH:8][cH:7][cH:6][cH:5]4)[c:17]3[cH:16]2)OC1(C)C,C1=CC(C=C1)P(c1ccccc1)c1ccccc1,"O=C([O-])O.[Na+],O=C([O-])O.[Na+],O=S(=O)([O-])[O-].[Na+].[Na+]",CCOC(C)=O.Cc1ccccc1.ClCCl.CC#N,63.0,0
4231,US08242280B2,Cl[c:38]1[cH:39][c:40]([CH:44]([C:45](=[O:46])[N:47]([CH3:48])[CH3:49])[C:50]#[N:51])[n:41][cH:42][n:43]1,CC1(C)OB([c:15]2[cH:14][n:13][c:12]3[n:11]([S:27](=[O:28])(=[O:29])[c:30]4[cH:31][cH:32][c:33]([CH3:36])[cH:34][cH:35]4)[cH:10][c:9](-[c:4]4[c:3]([O:2][CH3:1])[cH:8][cH:7][cH:6][cH:5]4)[c:17]3[cH:16]2)OC1(C)C,c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,O=C([O-])O.[Na+],CCOC(C)=O.CC#N,68.0,0
4232,US08242280B2,Br[c:38]1[cH:39][c:40]([CH:44]([CH2:45][C:46](=[O:47])[OH:48])[N:49]2[CH2:50][CH2:51][S:52](=[O:55])(=[O:56])[CH2:53][CH2:54]2)[cH:41][cH:42][cH:43]1,CC1(C)OB([c:15]2[cH:14][n:13][c:12]3[n:11]([S:27](=[O:28])(=[O:29])[c:30]4[cH:31][cH:32][c:33]([CH3:36])[cH:34][cH:35]4)[cH:10][c:9](-[c:4]4[c:3]([O:2][CH3:1])[cH:8][cH:7][cH:6][cH:5]4)[c:17]3[cH:16]2)OC1(C)C,C1=CC(C=C1)P(c1ccccc1)c1ccccc1,"O=C([O-])[O-].[Na+].[Na+],[Cl-].[Na+],O=S(=O)([O-])[O-].[Na+].[Na+]",CCOC(C)=O.ClCCl.CC#N.CO,53.0,0
4233,US08242280B2,Br[c:38]1[cH:39][c:40]([C:44]2([CH3:51])[C:45](=[O:50])[NH:46][C:47](=[O:49])[NH:48]2)[cH:41][cH:42][cH:43]1,CC1(C)OB([c:15]2[cH:14][n:13][c:12]3[n:11]([S:27](=[O:28])(=[O:29])[c:30]4[cH:31][cH:32][c:33]([CH3:36])[cH:34][cH:35]4)[cH:10][c:9](-[c:4]4[c:3]([O:2][CH3:1])[cH:8][cH:7][cH:6][cH:5]4)[c:17]3[cH:16]2)OC1(C)C,C1=CC(C=C1)P(c1ccccc1)c1ccccc1,"O=C([O-])[O-].[Na+].[Na+],[Cl-].[Na+],O=S(=O)([O-])[O-].[Na+].[Na+]",CCOC(C)=O.CC#N,50.0,0
4234,US08242280B2,Br[c:36]1[cH:37][c:38]([CH:42]([OH:43])[c:44]2[n:45][cH:46][cH:47][cH:48][c:49]2[C:50]([F:51])([F:52])[F:53])[cH:39][cH:40][cH:41]1,CC1(C)OB([c:15]2[cH:14][n:13][c:12]3[n:11]([CH2:27][O:28][C:29]([C:30]([CH3:31])([CH3:32])[CH3:33])=[O:34])[n:10][c:9](-[c:4]4[c:3]([O:2][CH3:1])[cH:8][cH:7][cH:6][cH:5]4)[c:17]3[cH:16]2)OC1(C)C,C1=CC(C=C1)P(c1ccccc1)c1ccccc1,"O=C([O-])O.[Na+],O=C([O-])O.[Na+],O=S(=O)([O-])[O-].[Na+].[Na+]",CCOC(C)=O.Cc1ccccc1.ClCCl.CC#N,66.0,0
4235,US08242280B2,Br[c:36]1[cH:37][c:38]([CH:39]([C:40](=[O:41])[OH:42])[OH:43])[cH:44][cH:45][cH:46]1,CC1(C)OB([c:15]2[cH:14][n:13][c:12]3[n:11]([CH2:27][O:28][CH2:29][CH2:30][Si:31]([CH3:32])([CH3:33])[CH3:34])[n:10][c:9](-[c:4]4[c:3]([O:2][CH3:1])[cH:8][cH:7][cH:6][cH:5]4)[c:17]3[cH:16]2)OC1(C)C,C1=CC(C=C1)P(c1ccccc1)c1ccccc1,"O=C([O-])[O-].[Na+].[Na+],[Cl-].[Na+],O.[Cl-].[Na+],O=S(=O)([O-])[O-].[Na+].[Na+]",CCOC(C)=O.ClCCl.CC#N.CO,67.0,0
4236,US08242280B2,Br[c:36]1[cH:37][c:38]([CH:42]([C:43](=[O:44])[OH:45])[NH:46][C:47](=[O:48])[O:49][C:50]([CH3:51])([CH3:52])[CH3:53])[cH:39][cH:40][cH:41]1,CC1(C)OB([c:15]2[cH:14][n:13][c:12]3[n:11]([CH2:27][O:28][CH2:29][CH2:30][Si:31]([CH3:32])([CH3:33])[CH3:34])[n:10][c:9](-[c:4]4[c:3]([O:2][CH3:1])[cH:8][cH:7][cH:6][cH:5]4)[c:17]3[cH:16]2)OC1(C)C,C1=CC(C=C1)P(c1ccccc1)c1ccccc1,"O=C([O-])[O-].[Na+].[Na+],O=S(=O)([O-])[O-].[Na+].[Na+]",CCOC(C)=O.ClCCl.CC#N.CO,50.0,0
4237,US08242280B2,Br[c:36]1[cH:37][c:38]([CH:42]([C:43](=[O:44])[OH:45])[CH3:46])[cH:39][cH:40][cH:41]1,CC1(C)OB([c:15]2[cH:14][n:13][c:12]3[n:11]([CH2:27][O:28][CH2:29][CH2:30][Si:31]([CH3:32])([CH3:33])[CH3:34])[n:10][c:9](-[c:4]4[c:3]([O:2][CH3:1])[cH:8][cH:7][cH:6][cH:5]4)[c:17]3[cH:16]2)OC1(C)C,C1=CC(C=C1)P(c1ccccc1)c1ccccc1,"O=C([O-])[O-].[Na+].[Na+],O=S(=O)([O-])[O-].[Na+].[Na+]",CCOC(C)=O.ClCCl.CC#N.CO,58.0,0
4238,US08242280B2,Br[c:36]1[cH:37][c:38]([CH:42]([C:43](=[O:44])[OH:45])[N:46]([CH3:47])[C:48](=[O:49])[O:50][C:51]([CH3:52])([CH3:53])[CH3:54])[cH:39][cH:40][cH:41]1,CC1(C)OB([c:15]2[cH:14][n:13][c:12]3[n:11]([CH2:27][O:28][CH2:29][CH2:30][Si:31]([CH3:32])([CH3:33])[CH3:34])[n:10][c:9](-[c:4]4[c:3]([O:2][CH3:1])[cH:8][cH:7][cH:6][cH:5]4)[c:17]3[cH:16]2)OC1(C)C,C1=CC(C=C1)P(c1ccccc1)c1ccccc1,"O=C([O-])[O-].[Na+].[Na+],O=S(=O)([O-])[O-].[Na+].[Na+]",CCOC(C)=O.ClCCl.CC#N.CO,72.0,0
4239,US08247403B2,Br[c:2]1[cH:3][c:4]2[c:5]([cH:18][cH:19]1)[CH2:6][N:7]([C:11](=[O:12])[O:13][C:14]([CH3:15])([CH3:16])[CH3:17])[CH2:8][CH2:9][O:10]2,OB(O)[c:20]1[cH:21][cH:22][cH:23][cH:24][cH:25]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[Na+].[Na+],O=S(=O)([O-])[O-].[Mg+2]",O.CCOC(C)=O.CCO.Cc1ccccc1,90.9,0
4240,US08247403B2,Br[c:2]1[cH:3][cH:4][cH:5][c:6]2[c:12]1[O:11][CH2:10][CH2:9][N:8]([C:13](=[O:14])[O:15][C:16]([CH3:17])([CH3:18])[CH3:19])[CH2:7]2,OB(O)[c:20]1[cH:21][cH:22][cH:23][cH:24][cH:25]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[Na+].[Na+],O=S(=O)([O-])[O-].[Mg+2]",O.CCOC(C)=O.CCO.Cc1ccccc1,99.0,0
4241,US08247403B2,Br[c:2]1[cH:3][cH:4][cH:5][c:6]2[c:12]1[O:11][CH2:10][CH2:9][N:8]([C:13](=[O:14])[O:15][C:16]([CH3:17])([CH3:18])[CH3:19])[CH2:7]2,OB(O)[c:22]1[c:21]([Cl:20])[cH:26][cH:25][cH:24][cH:23]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[Na+].[Na+],O=S(=O)([O-])[O-].[Mg+2]",O.CCOC(C)=O.CCO.Cc1ccccc1,82.5,0
4242,US08247403B2,Br[c:2]1[cH:3][cH:4][cH:5][c:6]2[c:12]1[O:11][CH2:10][CH2:9][N:8]([C:13](=[O:14])[O:15][C:16]([CH3:17])([CH3:18])[CH3:19])[CH2:7]2,OB(O)[c:22]1[c:21]([CH3:20])[cH:26][cH:25][cH:24][cH:23]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[Na+].[Na+],O=S(=O)([O-])[O-].[Mg+2]",O.CCOC(C)=O.CCO.Cc1ccccc1,87.8,0
4243,US08247403B2,Br[c:2]1[cH:3][cH:4][cH:5][c:6]2[c:12]1[O:11][CH2:10][CH2:9][N:8]([C:13](=[O:14])[O:15][C:16]([CH3:17])([CH3:18])[CH3:19])[CH2:7]2,OB(O)[c:23]1[c:22]([C:21]([F:20])([F:31])[F:32])[cH:27][cH:26][cH:25][cH:24]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[Na+].[Na+],O=S(=O)([O-])[O-].[Mg+2]",O.CCOC(C)=O.CCO.Cc1ccccc1,84.0,0
4244,US08247403B2,Br[c:2]1[cH:3][cH:4][cH:5][c:6]2[c:12]1[O:11][CH2:10][CH2:9][N:8]([C:13](=[O:14])[O:15][C:16]([CH3:17])([CH3:18])[CH3:19])[CH2:7]2,OB(O)[c:23]1[c:22]([O:21][CH3:20])[cH:27][cH:26][cH:25][cH:24]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[Na+].[Na+],O=S(=O)([O-])[O-].[Mg+2]",O.CCOC(C)=O.CCO.Cc1ccccc1,83.7,0
4245,US08247403B2,Br[c:2]1[cH:3][cH:4][cH:5][c:6]2[c:12]1[O:11][CH2:10][CH2:9][N:8]([C:13](=[O:14])[O:15][C:16]([CH3:17])([CH3:18])[CH3:19])[CH2:7]2,OB(O)[c:22]1[c:21]([F:20])[cH:26][cH:25][cH:24][cH:23]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[Na+].[Na+],O=S(=O)([O-])[O-].[Mg+2]",O.CCOC(C)=O.CCO.Cc1ccccc1,72.1,0
4246,US08247403B2,Br[c:2]1[cH:3][cH:4][cH:5][c:6]2[c:12]1[O:11][CH2:10][CH2:9][N:8]([C:13](=[O:14])[O:15][C:16]([CH3:17])([CH3:18])[CH3:19])[CH2:7]2,OB(O)[c:22]1[cH:21][o:20][cH:24][cH:23]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[Na+].[Na+],O=S(=O)([O-])[O-].[Mg+2]",O.CCOC(C)=O.CCO.Cc1ccccc1,99.5,0
4247,US08247403B2,Br[c:2]1[cH:3][cH:4][cH:5][c:6]2[c:12]1[O:11][CH2:10][CH2:9][N:8]([C:13](=[O:14])[O:15][C:16]([CH3:17])([CH3:18])[CH3:19])[CH2:7]2,OB(O)[c:22]1[cH:21][s:20][cH:24][cH:23]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[Na+].[Na+],O=S(=O)([O-])[O-].[Mg+2]",O.CCOC(C)=O.Cc1ccccc1.CO,69.7,0
4248,US08247403B2,Br[c:2]1[cH:3][cH:4][cH:5][c:6]2[c:12]1[O:11][CH2:10][CH2:9][N:8]([C:13](=[O:14])[O:15][C:16]([CH3:17])([CH3:18])[CH3:19])[CH2:7]2,OB(O)[c:24]1[cH:23][c:22]([C:21]([F:20])([F:31])[F:32])[cH:27][cH:26][cH:25]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[Na+].[Na+],O=S(=O)([O-])[O-].[Mg+2]",O.CCOC(C)=O.CCO.Cc1ccccc1,88.2,0
4249,US08247403B2,Br[c:2]1[cH:3][cH:4][cH:5][c:6]2[c:12]1[O:11][CH2:10][CH2:9][N:8]([C:13](=[O:14])[O:15][C:16]([CH3:17])([CH3:18])[CH3:19])[CH2:7]2,OB(O)[c:25]1[cH:24][cH:23][c:22]([C:21]([F:20])([F:31])[F:32])[cH:27][cH:26]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[Na+].[Na+],O=S(=O)([O-])[O-].[Mg+2]",O.CCOC(C)=O.CCO.Cc1ccccc1,83.7,0
4250,US08247403B2,Br[c:2]1[cH:3][cH:4][cH:5][c:6]2[c:12]1[O:11][CH2:10][CH2:9][N:8]([C:13](=[O:14])[O:15][C:16]([CH3:17])([CH3:18])[CH3:19])[CH2:7]2,OB(O)[c:21]1[o:20][cH:24][cH:23][cH:22]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[Na+].[Na+],O=S(=O)([O-])[O-].[Mg+2]",O.CCOC(C)=O.CCO.Cc1ccccc1,78.5,0
4251,US08247403B2,Br[c:2]1[cH:3][cH:4][cH:5][c:6]2[c:12]1[O:11][CH2:10][CH2:9][N:8]([C:13](=[O:14])[O:15][C:16]([CH3:17])([CH3:18])[CH3:19])[CH2:7]2,OB(O)[c:23]1[c:22]([S:21][CH3:20])[cH:27][cH:26][cH:25][cH:24]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[Na+].[Na+],O=S(=O)([O-])[O-].[Mg+2]",O.CCOC(C)=O.CCO.Cc1ccccc1,80.0,0
4252,US08247403B2,Br[c:2]1[cH:3][cH:4][cH:5][c:6]2[c:12]1[O:11][CH2:10][CH2:9][N:8]([C:13](=[O:14])[O:15][C:16]([CH3:17])([CH3:18])[CH3:19])[CH2:7]2,OB(O)[c:21]1[s:20][cH:24][cH:23][cH:22]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[Na+].[Na+],O=S(=O)([O-])[O-].[Mg+2]",O.CCOC(C)=O.CCO.Cc1ccccc1,79.6,0
4253,US08247403B2,Br[c:2]1[cH:3][cH:4][cH:5][c:6]2[c:12]1[O:11][CH2:10][CH2:9][N:8]([C:13](=[O:14])[O:15][C:16]([CH3:17])([CH3:18])[CH3:19])[CH2:7]2,OB(O)[c:24]1[c:23]([C:20]([CH3:21])=[O:22])[cH:28][cH:27][cH:26][cH:25]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[Na+].[Na+],O=S(=O)([O-])[O-].[Mg+2]",O.CCOC(C)=O.CCO.Cc1ccccc1,85.6,0
4254,US08247403B2,Br[c:2]1[cH:3][cH:4][cH:5][c:6]2[c:12]1[O:11][CH2:10][CH2:9][N:8]([C:13](=[O:14])[O:15][C:16]([CH3:17])([CH3:18])[CH3:19])[CH2:7]2,OB(O)[c:22]1[cH:21][n:20][cH:25][cH:24][cH:23]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[Na+].[Na+],O=S(=O)([O-])[O-].[Mg+2]",O.CCOC(C)=O.CCO.Cc1ccccc1,96.4,0
4255,US08247403B2,Br[c:2]1[cH:3][cH:4][cH:5][c:6]2[c:12]1[O:11][CH2:10][CH2:9][N:8]([C:13](=[O:14])[O:15][C:16]([CH3:17])([CH3:18])[CH3:19])[CH2:7]2,OB(O)[c:23]1[cH:22][cH:21][n:20][cH:25][cH:24]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[Na+].[Na+],O=S(=O)([O-])[O-].[Mg+2]",O.CCOC(C)=O.CCO.Cc1ccccc1,55.3,0
4256,US08247403B2,Br[c:2]1[cH:3][cH:4][cH:5][c:6]2[c:12]1[O:11][CH2:10][CH2:9][N:8]([C:13](=[O:14])[O:15][C:16]([CH3:17])([CH3:18])[CH3:19])[CH2:7]2,OB(O)[c:24]1[c:23]([O:22][C:21]([F:20])([F:32])[F:33])[cH:28][cH:27][cH:26][cH:25]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[Na+].[Na+],O=S(=O)([O-])[O-].[Mg+2]",O.CCOC(C)=O.CCO.Cc1ccccc1,76.6,0
4257,US08247403B2,Br[c:2]1[cH:3][c:4]2[c:5]([cH:18][cH:19]1)[CH2:6][N:7]([C:11](=[O:12])[O:13][C:14]([CH3:15])([CH3:16])[CH3:17])[CH2:8][CH2:9][O:10]2,OB(O)[c:24]1[cH:23][cH:22][c:21]([Cl:20])[cH:26][cH:25]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[Na+].[Na+],O=S(=O)([O-])[O-].[Mg+2]",O.CCOC(C)=O.CCO.Cc1ccccc1,95.9,0
4258,US08247403B2,Br[c:2]1[cH:3][cH:4][c:5]2[c:6]([cH:19]1)[CH2:7][N:8]([C:12](=[O:13])[O:14][C:15]([CH3:16])([CH3:17])[CH3:18])[CH2:9][CH2:10][O:11]2,OB(O)[c:20]1[cH:21][cH:22][cH:23][cH:24][cH:25]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[Na+].[Na+],O=S(=O)([O-])[O-].[Mg+2]",O.CCOC(C)=O.CCO.Cc1ccccc1,77.3,0
4259,US08247403B2,Br[c:2]1[cH:3][cH:4][cH:5][c:6]2[c:7]1[CH2:8][N:9]([C:13](=[O:14])[O:15][C:16]([CH3:17])([CH3:18])[CH3:19])[CH2:10][CH2:11][O:12]2,OB(O)[c:20]1[cH:21][cH:22][cH:23][cH:24][cH:25]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[Na+].[Na+],O=S(=O)([O-])[O-].[Mg+2]",O.CCOC(C)=O.CCO.Cc1ccccc1,58.0,0
4260,US08247403B2,Br[c:2]1[cH:3][cH:4][c:5]2[c:6]([cH:19]1)[CH2:7][N:8]([C:12](=[O:13])[O:14][C:15]([CH3:16])([CH3:17])[CH3:18])[CH2:9][CH2:10][O:11]2,OB(O)[c:22]1[c:21]([CH3:20])[cH:26][cH:25][cH:24][cH:23]1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[Na+].[Na+],O=S(=O)([O-])[O-].[Mg+2]",O.CCOC(C)=O.CCO.Cc1ccccc1,96.6,0
4261,US08247403B2,Br[c:2]1[cH:3][cH:4][cH:5][c:6]2[c:12]1[O:11][CH2:10][CH2:9][N:8]([C:13](=[O:14])[O:15][C:16]([CH3:17])([CH3:18])[CH3:19])[CH2:7]2,CC1(C)OB([c:24]2[cH:23][c:22]([CH:20]=[O:21])[o:26][cH:25]2)OC1(C)C,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[Na+].[Na+],O=S(=O)([O-])[O-].[Mg+2]",O.CCOC(C)=O.COCCOC,72.6,0
4262,US08247403B2,Br[c:2]1[cH:3][cH:4][cH:5][c:6]2[c:12]1[O:11][CH2:10][CH2:9][N:8]([C:13](=[O:14])[O:15][C:16]([CH3:17])([CH3:18])[CH3:19])[CH2:7]2,CC1(C)OB([c:26]2[c:22]([CH:20]=[O:21])[o:23][cH:24][cH:25]2)OC1(C)C,c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[Na+].[Na+],O=S(=O)([O-])[O-].[Mg+2]",O.CCOC(C)=O.COCCOC,48.4,0
4263,US08247403B2,Br[c:2]1[cH:3][cH:4][cH:5][c:6]2[c:12]1[O:11][CH2:10][CH2:9][N:8]([C:13](=[O:14])[O:15][C:16]([CH3:17])([CH3:18])[CH3:19])[CH2:7]2,OB(O)[c:25]1[c:21]([CH3:20])[n:22][o:23][c:24]1[CH3:29],c1ccc(P(c2ccccc2)c2ccccc2)cc1,"O=C([O-])[O-].[Na+].[Na+],O=S(=O)([O-])[O-].[Mg+2]",O.CCOC(C)=O.CCO.Cc1ccccc1,57.7,0
